name,link,profile_photo,department,disciplines 
Qian Liu,https://www.researchgate.net/profile/Qian-Liu-113,https://i1.rgstatic.net/ii/profile.image/804690153439232-1568864491576_Q64/Qian-Liu-113.jpg,Center for Mathematics and Interdisciplinary Sciences,['Learning']
Wang bin,https://www.researchgate.net/profile/Wang_Bin26,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,School of Minerals Processing and Bioengineering,"['Design Engineering', 'CAD']"
Yu Xia,https://www.researchgate.net/profile/Yu_Xia78,https://i1.rgstatic.net/ii/profile.image/827303357595651-1574255899450_Q64/Yu_Xia78.jpg,School of Traffic and Transportation Engineering,"['Computer Vision', 'Machine Learning', 'Image Segmentation']"
Wang Huang,https://www.researchgate.net/profile/Wang-Huang-3,https://i1.rgstatic.net/ii/profile.image/805039606079493-1568947807155_Q64/Wang-Huang-3.jpg,Department of Geographic Information System,['Geoinformation']
Hui liu Liu,https://www.researchgate.net/profile/Hui-Liu-148,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Chemistry Engineering,[]
Liu Jia,https://www.researchgate.net/profile/Liu-Jia-36,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Computer Science,['Visualization']
Zhihui Xing,https://www.researchgate.net/profile/Zhihui_Xing3,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of English,[]
Qing Li,https://www.researchgate.net/profile/Qing-Li-100,https://i1.rgstatic.net/ii/profile.image/805760636297216-1569119714442_Q64/Qing-Li-100.jpg,Department of Public Administration,"['Public Policy Analysis', 'Local Governance']"
Zz Zz,https://www.researchgate.net/profile/Zz-Zz-19,https://i1.rgstatic.net/ii/profile.image/805765841432579-1569120955922_Q64/Zz-Zz-19.jpg,,"['Machine Learning', 'Classification', 'Pattern Recognition']"
Zheng Wang,https://www.researchgate.net/profile/Zheng_Wang67,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Automation,"['Machine Learning', 'Neural Networks and Artificial Intelligence']"
Chubo He,https://www.researchgate.net/profile/Chubo-He,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Communication Engineering,"['Machine Learning', 'Compressed Sensing']"
Peihao Huang,https://www.researchgate.net/profile/Peihao-Huang-2,https://i1.rgstatic.net/ii/profile.image/806181157220352-1569219974761_Q64/Peihao-Huang-2.jpg,Department of Computer Science,['Computer Networking']
Wang Rong,https://www.researchgate.net/profile/Wang-Rong-6,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Management Science and Information Management,[]
Lingyun Yao,https://www.researchgate.net/profile/Lingyun_Yao3,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Institute of electromechanical engineering,"['CAD', 'Computer-Aided Engineering']"
Amina Shehzadi,https://www.researchgate.net/profile/Amina-Shehzadi-2,https://i1.rgstatic.net/ii/profile.image/807204508676096-1569463960035_Q64/Amina-Shehzadi-2.jpg,Institute of Chemistry and Chemical Engineering,"['Polymer Synthesis', 'Extraction', 'Polymers']"
Lei Gang,https://www.researchgate.net/profile/Lei_Gang,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Mechanical Engineering,"['Mechanical Properties', 'Mechanical Behavior of Materials', 'Material Characterization']"
Medaouar Mohamed,https://www.researchgate.net/profile/Medaouar-Mohamed,https://i1.rgstatic.net/ii/profile.image/11431281155160054-1683098262577_Q64/Medaouar-Mohamed.jpg,School of Civil Engineering,"['Structural Analysis', 'Structural Dynamics', 'Building']"
Liu Jingwei,https://www.researchgate.net/profile/Liu-Jingwei-3,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Computer Science,['Computer Vision']
Daniel Wu,https://www.researchgate.net/profile/Daniel-Wu-22,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Computer Science,['Information and Communication Technology']
Runyu Wang,https://www.researchgate.net/profile/Runyu_Wang6,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Automation,[]
Wenxiang He,https://www.researchgate.net/profile/Wenxiang-He,https://i1.rgstatic.net/ii/profile.image/808126437662722-1569683765379_Q64/Wenxiang-He.jpg,Department of Civil Engineering and Management,"['Earthquake Engineering', 'Structural Analysis', 'Construction Engineering']"
Lin Zhang,https://www.researchgate.net/profile/Lin_Zhang92,https://i1.rgstatic.net/ii/profile.image/981556969607182-1611032826565_Q64/Lin_Zhang92.jpg,,[]
Deng Jinghui,https://www.researchgate.net/profile/Deng-Jinghui,https://i1.rgstatic.net/ii/profile.image/808846226382852-1569855376734_Q64/Deng-Jinghui.jpg,,"['Western Blot Analysis', 'PCR', 'Cell Culture']"
Weixing Lin,https://www.researchgate.net/profile/Weixing-Lin-3,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,,"['Machine Learning', 'Neural Networks and Artificial Intelligence']"
Yikang Tu,https://www.researchgate.net/profile/Yikang-Tu,https://i1.rgstatic.net/ii/profile.image/809387023159297-1569984312262_Q64/Yikang-Tu.jpg,School of Minerals Processing and Bioengineering,"['Minerals', 'Mineral Characterization', 'Solvent Extraction']"
Yali Wang,https://www.researchgate.net/profile/Yali-Wang-21,https://i1.rgstatic.net/ii/profile.image/809491733942274-1570009277364_Q64/Yali-Wang-21.jpg,School of Public Health,"['Infectious Disease Control and Prevention', 'Infectious Disease Epidemiology', 'HIV']"
Yuan Chongjin,https://www.researchgate.net/profile/Yuan_Chongjin,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,,[]
Ziwei Chen,https://www.researchgate.net/profile/Ziwei_Chen11,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Architecture,"['Art', 'Drawing']"
Fei Liu,https://www.researchgate.net/profile/Fei_Liu58,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg, School of Materials Science and Engineering,[]
Jiarui Cui,https://www.researchgate.net/profile/Jiarui_Cui3,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,,[]
Jianheng Liang,https://www.researchgate.net/profile/Jianheng-Liang-2,https://i1.rgstatic.net/ii/profile.image/810334814236675-1570210283939_Q64/Jianheng-Liang-2.jpg,Department of Ophthalmology,"['Clinical Ophthalmology', 'Cataract Surgery', 'Astigmatism']"
Wang Xiaolu,https://www.researchgate.net/profile/Wang_Xiaolu,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,School of Traffic and Transportation Engineering,[]
Jiali Zeng,https://www.researchgate.net/profile/Jiali_Zeng4,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Applied Mathematics,[]
Kun Jing,https://www.researchgate.net/profile/Kun_Jing2,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,School of Traffic and Transportation Engineering,[]
丛萌 丛萌,https://www.researchgate.net/profile/congmeng_congmeng,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,,[]
Housanya Sanya,https://www.researchgate.net/profile/Housanya-Sanya,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,School of Minerals Processing and Bioengineering,[]
Jamiu Jimoh,https://www.researchgate.net/profile/Jamiu_Jimoh,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Railway Engineering,"['Structural Analysis', 'Construction Engineering', 'Building']"
Rodrigo Ismail Miguel,https://www.researchgate.net/profile/Rodrigo_Ismail_Miguel,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,School of Traffic and Transportation Engineering,"['Transportation', 'Traffic Engineering', 'Railway Engineering']"
Yan Lu,https://www.researchgate.net/profile/Yan-Lu-74,https://i1.rgstatic.net/ii/profile.image/812127895965696-1570637787767_Q64/Yan-Lu-74.jpg,Department of Gastroenterology,['Liver Diseases']
Anny Dong,https://www.researchgate.net/profile/Anny-Dong,https://i1.rgstatic.net/ii/profile.image/812454867120128-1570715743297_Q64/Anny-Dong.jpg,,[]
Abubakar Aliyu,https://www.researchgate.net/profile/Abubakar_Aliyu12,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,School of Civil Engineering,[]
Haiyang Yang,https://www.researchgate.net/profile/Haiyang-Yang-2,https://i1.rgstatic.net/ii/profile.image/812645980585984-1570761308565_Q64/Haiyang-Yang-2.jpg,Department of Computer Science,"['Machine Learning', 'Neural Networks and Artificial Intelligence']"
Shibru Biruk Sisay,https://www.researchgate.net/profile/Shibru_Biruk_Sisay,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,School of Traffic and Transportation Engineering,[]
Wu Min,https://www.researchgate.net/profile/Wu_Min2,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Xiangya School of Medicine,['Surgical Oncology']
Dante Nephilim,https://www.researchgate.net/profile/Dante-Nephilim,https://i1.rgstatic.net/ii/profile.image/813080904732672-1570865002184_Q64/Dante-Nephilim.jpg,Department of Geophysics,"['Exploration Geology', 'Exploration', 'Petroleum Geology']"
Hao Lei,https://www.researchgate.net/profile/Hao-Lei-19,https://i1.rgstatic.net/ii/profile.image/813084734128128-1570865915100_Q64/Hao-Lei-19.jpg,Xiangya School of Medicine,"['Heart Failure', 'Cardiovascular Medicine']"
Ning Xiao bin,https://www.researchgate.net/profile/Ning-Xiao-Bin,https://i1.rgstatic.net/ii/profile.image/813096880844800-1570868811331_Q64/Ning-Xiao-Bin.jpg,,[]
Chao Liu,https://www.researchgate.net/profile/Chao_Liu92,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,department of structure engineering,[]
奕霏 李奕霏,https://www.researchgate.net/profile/yifei_liyifei,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,,[]
Huang Shiba,https://www.researchgate.net/profile/Huang_Shiba,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Computer Science,['Computer Networking']
Luo Xc,https://www.researchgate.net/profile/Luo-Xc,https://i1.rgstatic.net/ii/profile.image/827292666302471-1574253350809_Q64/Luo-Xc.jpg,machine,"['CAD', 'Design Engineering']"
Des Tiny,https://www.researchgate.net/profile/Des-Tiny,https://i1.rgstatic.net/ii/profile.image/813738617745410-1571021813268_Q64/Des-Tiny.jpg,,"['Machine Learning', 'Neural Networks and Artificial Intelligence', 'Feature Extraction']"
Yuliang Cheng,https://www.researchgate.net/profile/Yuliang-Cheng,https://i1.rgstatic.net/ii/profile.image/813871254224897-1571053436908_Q64/Yuliang-Cheng.jpg,school of geoscience and info-physics,"['Field Geology', 'Minerals', 'Petrography']"
Dada Zhu,https://www.researchgate.net/profile/Dada_Zhu,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Experimental Center of Oral Science,['Clinical Dentistry']
Yizhou Cai,https://www.researchgate.net/profile/Yizhou-Cai-2,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Epidemiology and Biostatistic,"['Clinical Epidemiology', 'Epidemiologic Studies', 'Meta-Analysis']"
Lei Xu,https://www.researchgate.net/profile/Lei-Xu-78,https://i1.rgstatic.net/ii/profile.image/814181393637378-1571127379957_Q64/Lei-Xu-78.jpg,Department of Computer Science,"['Machine Learning', 'Computer Vision', 'Statistical Learning']"
Berihun Tsegaye,https://www.researchgate.net/profile/Berihun_Tsegaye,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Civil Engineering and Management,[]
Runzhang Huang,https://www.researchgate.net/profile/Runzhang_Huang,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg, School of Materials Science and Engineering,"['Materials', 'Material Characterization', 'Mechanical Behavior of Materials']"
Ye Gifford,https://www.researchgate.net/profile/Ye_Gifford,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Mechanical Engineering,[]
Zhang Fan Zhang Fan,https://www.researchgate.net/profile/Zhang-Fan-Zhang-Fan,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Applied Chemistry,[]
Yiyuan Wang,https://www.researchgate.net/profile/Yiyuan_Wang9,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,School of Traffic and Transportation Engineering,['Traffic Engineering']
Hezhi Xing,https://www.researchgate.net/profile/Hezhi_Xing,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Automation,[]
Lyu Fangfang,https://www.researchgate.net/profile/Lyu-Fangfang,https://i1.rgstatic.net/ii/profile.image/815633809813505-1571473662371_Q64/Lyu-Fangfang.jpg,Center for Mathematics and Interdisciplinary Sciences,"['Probability', 'Stochastic Processes', 'Statistical Analysis']"
Sadam Akram,https://www.researchgate.net/profile/Sadam_Akram,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Geological Engineering,"['Geological Mapping', 'Field Geology', 'Regional Geology']"
Your Dad,https://www.researchgate.net/profile/Your_Dad,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Applied Chemistry,['Chromatography']
Cao Jiahui,https://www.researchgate.net/profile/Cao_Jiahui,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Finance,"['Financial Analysis', 'Corporate Finance', 'Investment']"
Liang Long,https://www.researchgate.net/profile/Liang-Long-3,https://i1.rgstatic.net/ii/profile.image/816248673824779-1571620257788_Q64/Liang-Long-3.jpg, School of Materials Science and Engineering,"['Mechanical Behavior of Materials', 'Mechanical Properties', 'Microstructure']"
Allen Chow,https://www.researchgate.net/profile/Allen-Chow,https://i1.rgstatic.net/ii/profile.image/816358040289282-1571646332351_Q64/Allen-Chow.jpg,Department of Computer Science,"['C++', 'C', 'Computer Programming']"
慧源 Gong,https://www.researchgate.net/profile/huiyuan-Gong,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,,[]
Shuzhen Chen,https://www.researchgate.net/profile/Shuzhen_Chen7,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,business school,[]
Gassim Abdalla,https://www.researchgate.net/profile/Gassim-Abdalla,https://i1.rgstatic.net/ii/profile.image/821613712900099-1572899382500_Q64/Gassim-Abdalla.jpg,School of Resources and Safety Engineering,"['Mining', 'Rock Mechanics']"
